Puan	Yorum
1	Ürün gayet başarılı. Fiyatına göre kesinlikle kalitesiz durmuyor. Tasarımı, elde duruşu, dokunmatiği ve sistemsel hızı gayet iyi. Kamerası da aşırı iyi olmasa da idare eder. Çok rahat alınabilecek bir telefon.
1	hepsiekspres çok iyi satıcı hepsiburada samsung tr garantili ürün fiyatı bence çok çokiyi
1	Bu fiyata bu kalitede telefon. Gerçekten çok iyi. 
1	merhaba m20 telefonunu yaklasik 2 gundur kullaniyorum suan itibari ile sarzi konusunda kamerasi konusunda gayet iyi hizli ve stabil bir cihaz sesi felanda super fiyatina gore bnce super bir telefon mobile legende kasma donma yapmior.. urunun yaninda 32 gb hafiza karti hediyesini benimde gondermediler o yuzden 4 yildz verdm tskler
1	Hızlı gönderi. Teşekkürler ;
1	Ürün ve hizmetinizde çok memnun kaldım hizmetlerimizde dolayı çok teşekkür ederim
1	Bir günde elime ulaştı. Teşekkür ederim :
1	Telefonumu 6 Ağustos sabahı hepsiburada üzerinden sipariş ettim. Öncelikle hepsiexpress uygulaması için hepsiburada ekibine teşekkür etmek istiyorum. Gerçekten güzel bir hizmet aldım. Aynı günün akşamında telefonumu teslim ettiler. Mate 10 pro için sahip olduğum 3 günlük kullanım tecrübesi kesinlikle çok olumlu oldu. Arayüzü, donanımsal özellikleri ile gerçekten öne çıkan bir telefon. Özellikle benim gibi Z3 Compact ve türevi bir telefon kullanıp böyle bir değişiklik yapan kişileri telefonun memnun etmemesi olanaksızdı :. Son olarak, herkesin övgüyle bahsettiği batarya ömrü konusunda bir şeyler söylemek istiyorum. Açıkçası, çok yoğun kullanmama rağmen telefonun pilinin bahsedildiği kadar güçlü olmadığını gördüm. Ancak bu konuda konuşmak için henüz erken de olabilir. Benim gibi Fiyat/performans önceliği olan herkese tavsiye edeceğim bir telefon. 
1	HEPSİ BURADA YA VE KARGOYA ÇOK TEŞEKKÜR EDERİM SORUNSUZ BİR ŞEKİLDE ELİME ULAŞTI....GECE 3 SİPARİŞ VERDİM:11:30DA ÜRÜN SORUNSUZ BİR ŞEKİLDE TESLİM EDİLDİ.KARGO firmasında ki TESLİMATI YAPAN ARKADAŞADA AYRICA ÇOK TEŞEKKÜR EDERİM... YÜKSEL SALTAN/KOCAELİ İZMİT...
1	iyi bir cihaz
1	iphone 7 den bu urune gectim gayet guzel sik bir tasarima sahip ram ve islemcisi gayet yeterli fiyatina gore piyasadakilerin en iyisi diye bilirim
1	40 saat gibi kisa bir surede Hatay a kargo elime ulaştı.cihazdan memnumum hepsiburada ya teşekkkür ederim güvenli alışverişti
1	Telefon güzel boyutu tam olarak ıphone 8 plusum kadar ama ekranı çok daha büyük . Anneme hediye olarak aldım ve bi tanıdığım abime de bu cihazdan aldırdım oda gayet memnun 1 aylık kullanımdan sonra. Tavsiye ederim
1	Hepsiburada ya çok teşekkür ediyorum 
1	Gaziantebe 1 günde teslim edildi .Çok güzel bir telefon.Satıcı tebriği hakediyor .
1	10 yıldır iphone kullanıcısıydım ilk android deneyimim süper ötesi bir telefon gerçekten parasını sonuna kadar hak ediyor. Elveda iphone...
1	Telefonu iki haftadır kullanıyorum. Kamera çekimleri güzel. Canlı odak v.b.Bataryası 1 günü çok rahat çıkartıyor. Bu kullanıma göre 1.5-2 güne uzayabilir. Fakat şarj süresi 2 saat civarı. Normal kullanıcıların işini rahatlıkla görür.
1	bu fiyata alinabilecek en iyi cihaz hosuma giden telefon tek sorun miui 9 guncellemesinde ufak kasmalar oluyo alacaklara tavsiyem miui 10 gelmeden guncelleme yapmayin
1	anne baba telefonu diyebileceğimiz bir model. kargolama harika. efsane cuma yoğunluğuna rağmen müthiş geldi. Babam kullanıyor ama şöyle bir durum var. ekran kapalı iken sağ tarafında bulunan güç düğmesinden açılması gerekiyor. kısa yol olsun diye yüz taraması ekledim ama bu sefer ekran kapalı iken açmıyo ekranı görünür hale getirmek geriyor. ondan sonra da zaten ana ekran geliyo.daha önce ortadan tuş ile açıldığı için yan taraftan açmak biraz karışık gelebilir. yüz tarayıcı var parmak izi yok.
1	Bu fiyata , Samsung tr garantili, devasa pili , şahane ekranı, oyun manyağı olmayanlara ideal bir telefon..
1	Gm9 pro dual sim kullanıyorum, bugüne kadar çok üst amiral gemisi telefonları kullandım ama bu model beni şaşırttı, note 5 ile takas yapıp aldım çok keyifle kullanıyorum, müzik, YouTube, oyunlar, bol bol video çekiyorum, hızlı şarj oluyor ve yoğun kullanımda 1 gün gidiyor... Saf android, güncel ve akıcı, çok paralar vermeye gerek yok, pişman olmaz sınız.
1	Kargo gece 23.45 de yola çıktı. Gerçekten hepsiburadaya bu konuda teşekkür ederim. Yolladıkları ürün inanmayanlar için gerçekten sorgulattım Huawei Türkiye Garantili bir ürün. Henüz telefona hattımı takmaya bile fırsatım olmadı telefon aldı götürdü. Ön kamerası berbat diyenlere : Ön kamerası gerçekten muazzam.ARAS KARGO... Tahmin ettiğimdende hızlı getirdiler. teslim gününü aşmadılar. ben kutuyu açana kadar tamam diyene kadar kapıda beklediler. Paketleme gayet iyiydi. Her şey için teşekkürler. Bir kaç haftaya inceledikten sonra tekrar yorum yapacağım
1	Açma kapama tuşunun yan tarafta olması hariç, işlevini yerine getiren iyi telefon. Oyun oynarken avucun içi yanlışlıkla o tuşa dokunuyor ve oyunun tam ortasında telefon ekranı kararıyor.
1	Tam düşündüğüm gibi harika
1	Siparişim tahmini teslim sürecinden 1 gün önce, sorunsuz bir şekilde elime ulaştı : Etrafımdaki herkese sizi tavsiye ediyorum. Teşekkürler Hepsiburada ekibi.
1	Güzel cihaz, tavsiye edilir.
1	Telefon çok iyi.kamerası süper.herkese tavsiye ederim.Ayrıca sadece Trump'a inat olsun diye Huawei telefon almak lazım...
1	piyasadaki en iyi telefon diyebilirim.
1	Kesinlikle tavsiye ediyorum. Bu fiyata bu kalite ve özellikte telefon bulmanız imkansız.
1	Kesinlikle tavsiye ediyorum isinma yok, 15-20 program acik yavaslama yok. Parmak okuma vs cok hizli
1	Nokia gerçekten çok kaliteli telefon, kesinlikle tavsiye ederim, 3 bin tl lik markayla aynı kalitede.
1	Harika çok beğendim kamerası çok güzel ve çok özellikli
1	Uzun süre araştırıp satın aldığım telefondur, her şey çok güzel fakat üç handikap var1-Telefon biraz fazla büyük.2-Ekran parlaklığı diğer telefon markalarına oranla daha sönük.3-Aramada hapörleri açtığınızda diğer telefonlardan daha az ses gelmektedir.Harici konularda gerçekten kullanışlı ve fiyat olarak uygundur.Telefonun büyüklüğü eğer rahatsız etmez ise gönül rahatlığı ile satın alınabilir.Satıcı firma GELECEK BİZDE size de teşekkür ediyorum.
1	Fiyatına göre özellikleri ve tasarım açısından gayet iyi telefon. Iphone 4000 vereceğine yarısına aynı özellikte telefon.
1	Hızlı gönderim üründen gayet iyi ablam için süpriz hediye olarak aldım ve çok iyi teşekkür ederim
1	Tlfn iPhone 7 den özellik olarak çok çok üstün tlfn donma. Kasma yok tlfn kalite. Açısında. Diyecek bir şeyimyok. Ama kullanıcı kişi almasını tavsiye. Ederim. Süper. Tlfn
1	hiç sorun yaşamadım. tüm hizmetlerden ve üründen çok memnunum.
1	zamanında geldi. kullaniyoruz güzel sıkıntı yok
1	İnternetten alışverişin tek adresi daha önce diğer sitelerden de alışveriş yaptım ama hb kadar memnun kalmadım alışveriş öncesi sonra süper bir müşteri hizmetleri var hiç düşünemeden herşey alınabilecek tek site bence
1	Hızlı ve çok güzel bir paketleme ile telefon elime ulaştı. Daha kurulumunu yapmadım ama çok güzel bi telefon aynısı arkadaşımda var ağır oyunlar ve programlar yüklemeyecekseniz falzsıyla işinizi görür. teşekkürler hb
1	Herkese merhabalar,Ürünü perşembe günü sipariş ettim. C.tesi günü elime ulaştı. Cumartesi şarj ettim saat 17,00 itibari ile bugün pazartesi şarj oranı %42 çok iyi inanın telefon çok akıcı ve seri aldığım için çok mutluyum. İstanbulda oturuyorum c.tesi doğubanka gidip nano ekran koruyucu taktırdım. Bütün ayarlarını yaptım kullanıyorum inanın çok iyi bir telefon almışım. Oğlum da Mi 8 Lite nı beğendi, En kısa zamanda onada o modelini alacağım. Kamera denildiği gibi çok kötü değil ama idare eder. Fotoğrafçı yada genç değilizki kamera o kadar önemli olsun. Alacak arkadaşlara şunu söylüyorum. Hiç tereddüt etmeden almanızı tavsiye ederim.Kutu muhteviyatında herşey tam çıkıyor sadece KULAKLIK çıkmıyor bilginize.
1	süperrrrr
1	Ürünü yaklaşık 1 haftadır kullanıyorum. Şarj konusunda çok iyi durumda. Önceki telefonum asusun 5000 amperlik telefonuydu onunla karşılaştırdığımda daha iyi bir şarj ömrü var. Telefonda oyun oynamayı çok sevmem ama pubgyi indirdim yüksek ayarlarda oynadım çok küçük kasmalar oldu arada ama rahatsız bile etmedi beni. Kamerasına bakarsak ön kamerası ciddi anlamda çok iyi. Arka kamerası ise benim için gayet yeterli sonuçta bir amiral gemisi değil.Mesela bu telefon vereceğim parayı honor playe veririm diyenler var. Kesinlikle bu hataya düşmeyin. Bu arada telefonun siyahını alın. 
1	ürünü 1 hafta önce aldım çok güzel bi ürün sadece kulaklık ve ekran koruyucu yok.şarjı 4000 mah olsa daha iyi olurdu.teslimat çok güzeldi sağlam bir şekilde elime ulaştı.hepsiburadaya çok ama çok teşekkür.olumsuz tarafı ise 1hafta önce aldığım ürün 5 gün sonra indirime girdi.peki neden fiyatı bi aşağı bi yukarı çekiyorsunuz.o zaman tek fiyat olsun alan kişilerde mağdur olmasın.
1	Bu telefonu alalı neredeyse 1 yıl oldu hiç bir şikayetim yok çok hızlı ve kaliteli fotoğraf çekimi çok başarılı.
1	Hakikaten mükemmel telefon.
1	Ürün elime 4 günde geldi, daha hızlı gelebilirdi. Güzel paketlenmişti.
1	Ürün çok güzel ama, 30TL fazla para verin Türkiye Xiaomi Garantili olanı alın.
1	1 günde elime eksiksiz ve sorunsuz ulaştı. Paketleme başarılı sayılabilecek düzeyde. Daha da iyisi olabilir.
1	Mükemmel bir telefon bir yıldır sorunsuz bir şekilde kullanıyorum ve asla donmuyor
1	Teşekkür ederim 
1	ürün 1 günde geldi herşey orjinal gayet kaliteli bir telefon tam bir fiyat performans telefonu
1	Telefonu alalı bir ay oldu. İyice kullandıktan sonra yorum yapayım dedim : öncelikle telefon çok akıcı. Donma, kasma diye bir şey yok. Arayüz çok kullanışlı. Alışabilir miyim yapabilir miyim diye endişe etmeye lüzum yok. Kamera efsane ötesi. İnanılmaz net ve bir sürü özelliği mevcut. Şarjı bir günü çok rahat çıkarıyor, benim iki gün kullandığım dahi oluyor. Mesela sabahtan beri kullanıyorum ve şu anda %74 şarjı var. Tasarım süper. 64 gb hafıza da çok iyi çünkü hafıza geniş olduğu için uygulama hafızayı dolduramıyor. Kısacası şiddetle tavsiye edilir. ABD 'nin neden ambargo uyguladığını şimdi daha iyi anladım. Çok daha uygun fiyata ı Phone dan çok daha kaliteli ve özellikli bu telefon varken neden en az 5500-6000 verip ı Phone alayım ki?
1	Çok güzel telefon çok meönun kaldık
1	F/P ÜRÜNÜ 
1	Kamera fiyatına göre güzel. Klasik android sisteminde güzel çalışıyor. Kamera da fazla bir şey beklemeyin bazı çekimleri flu yapabiliyor. Müzik kalitesi güzel değil ama dinletir. 
1	Telefona çok para vermekten yana değildim ancak hem uzun ömürlü olsun hem de kamerası iyi olsun istediğim için bu ürünü tercih ettim. Diğer yorumlarda gereken şeyler bahsedilmiş zaten daha fazla anlatmaya gerek olduğunu düşünmüyorum. Kesinlikle harika bir telefon. Kameranın düşük ışıkta kötü çekim yaptığı söylenmiş. Otomatik modda çekerseniz evet,portre modundaki gibi harika fotoğraflar çıkaramıyor. Ancak manuel çekim modunu kullanarak gayet güzel fotoğraflar çekebilirsiniz.
1	Aras kargo diger ürünlerini bulundugum yer 5 gunde getiriyordu am bu sefer 3 gunde getirdi hızlı kargo guzel teslimat tel guzelTeşekkürler HEPSİBURADA
1	black fridayde 1800 liraya türkiyedeki en ucuz fiyattan satın aldım. şu an 1919 ve hala türkiyede en ucuz. tek sıkıntısı biraz geç kargolanıyor. 4 yıldız :
1	Daha dün aldım memnunum tavsiye ederim hepsiburadadan almadım fakat kalite bir telefon kılıf şart arka kamera çok dışarıda ama kaliteli
1	Benim gibi iPhone kullanıp önyargıda bulununanlar için söylüyorum. Şiddetle tavsiye ediyorum kesinlikle, bunca sene boşuna eziyet çekmişim. Hiç düşünmeden bu fiyata alın bu telefonu
1	Çarşamba günü vermiş olduğum sipariş bugün ulaştı kargo mükemmel geldi aradılar beklediler sağolsunlar.Telefonu anlatmaya gerek yok mükemmel hızlı ekran kalitesi süper hd tadını alıyorsunuz.Açar açmaz güncelleme aldı ve süper oldu 6/128 olandan aldın hız olaral uçuyor 1080p 60fps videoyu açınca ekranın içindeymiş hissi veriyor.Tavsiye ederim fiyatıda güzel kamerasıda.
1	Telefonu salladığımızda telefonun içinden küçük tıkırtılar geliyor ama bu ses dışında bi problem oluşturmuyo, bi zararı yok.Onun dışında sorunsuz
1	cihaz cok guzel donma kasma yok ekran buyuk film izlemek icin iyi kamera s8 le karsilastirinca gece cekimleri cokta iyi degil ama gunduz cekimleri fark etmezsiniz hangisi mate 20 lite diye. tel elime ulastiginda imei kaydi yapilmamisti ama hepsi buradayi aradim 3 gunde kaydettirildi yani sorun yasamazssiniz korkunuz olmasin ayrica kargoda hizliydi soylenenden erken geldi tesekkurler HB guvenimiz bosa degilmis bir kez daha anladim.
1	Düşünmeyin alın.
1	Kargoya söylendiği zamanda verildi ve ürün kargoyla hızlı bir şekilde ulaştı. Kargo çalışanı telefonu koliden çıkarana kadar bekledi telefon sağlam çıkacak mı vb.. Telefonu aldıktan sonra parmak izini ayarladım. Parmak izi çalışma ızı fazlasıyla tatmin etti. Kameraya gece çekimleri dışında diyecek bir şey yok zaten... Telefon gayet akıcı çalışıyor. Çok oyun oynayan birisi değilim, oyun konusunda fazla bir şey söyleyemeceğim. Telefonun fiyatı bayağı arttı fakat hala alınabilir bir telefon olduğunu düşünüyorum.
1	Ürünü iki gündür kullanıyorum. Su anlik izlenimlerim olumlu yönde. kamerası bir tık daha iyi olabilirdi. onun dışında ürün kutusundan şarj adaptörü dönüştürücü çıkmadı. Hepsiburada ile iletişime geçtim, rapor talebi oluşturuldu. ancak şu an için bir geri dönüş olmadı. : Genel olarak telefonun kullanımı rahat. tek sıkıntım kamerası iyileştirilebilir :
1	Telefon elime geçti.Çok memnun kaldım şarjı güzel,boyutu güzel hafıza az ama hafıza kartı taktınmı yeter.Alacak olanlara şimdiden hayırlı olsun,memnun kaldım
1	Öncelikle kargo kötüydü geç geldi paketleme daha da kötü, telefona gelecek olursak tasarım harika, batarya ve kamera ya çok güvenmeyin ve bazen smslerde gönderme sıkıntısı yaşanıyor. Ama bu fiyata çok iyi
1	Bu Fiyata Sıfır ve Garantili
1	Ürün açılmamış kutusunda geldi ve orijinal ürün. Kutu içeriğinde kulaklık, şarj aleti, sim kart iğnesi ve kullanım kılavuzu var yani eksiksiz. Kesinlikle tavsiye ederim.Paketleme de çok iyiydi. Piyasadaki en uygun fiyat. Bittibitiyor satıcısına teşekkür ederim.
1	Ogluma aldım bir telefindan beklenen her șey var... Hepsi burada beni hiç yanıltmadı... Teșekkürler
1	Evdeki yaşlımızın telefonunu arızalanınca, sıkıntı çekmeden kullanabilmesi için muadil ürün olarak seçtim. Gayet normal. Beklenenden farklı değil. Elime ulaşma süresi de gayet makul bir sürede oldu. TeknoMyd'ye teşekkürler.
1	Süper bı telefon gayet hızlı güzel sipariş verdim ertesi gün geldi 
1	sorunsuz şekilde kargo elime ulaştı. tam bir F/P ürünü daha önce kendin için redmi not 4 almış yaklaşık 1 yıldır kullanıyorum. kameranın ışığın az olduğu durumdaki vasatlığı haricinde bir sıkıntısı yok memnunum. aynı düşüncelerle bu telefonu aldım. kullanıp göreceğiz. hızlı ve güvenli alışverişin adresi hepsi buradaya teşekkürler.
1	redmi notebook 7 daha iyi ama Samsung kullanmak isteyenler alabilir
1	Yaklaşık 5aydir kullanıyorum güzel telefon bu fiyata çok iyi ben alırken 1300e almıştım fiyat baya düşmüş kasma donma yapmiyor o kadar oyuna YouTube'dan video izlememe rağmen garanti 2gun sarzi gidiyo tek kötü yanı kamera işini becerememisler tabi abartıldığını kadarda kötü degil genel olarak alınabilir bir telefon
1	ürün elime ulaştı harika paketlenmesi
1	Ne kadar ekmek o kadar köfte. Çok iyi. 
1	Sorunsuz teslim aldım sadece geç gönderim oldu teşekkürler hepsiburada
1	Tek iyi yönü bataryası galiba... O da çok abartılacak nitelikte değil bence. Ben fazla oyun oynayan biri değilim,video izleme ve görüşme, mesajlaşma, az biraz da oyun ile 2 gün yetiyor bana.Ama sürekli oyun oynayanlar için 1 gün bile yetmez galiba
1	ekran koruyucu olmaması ve Aras kargonun geç getirmesi dışında bi problem yok. telefon tam bir fiyat performans ürünü
1	ocak ayindan beri kullaniyirum bir kez olsun donma meydana gelmedi. hizi ve kamera harika.Bu fiyata bu kalute harika
1	satıcı Cep Ekspress'e ayrıca teşekkür ederim, inanılmaz hızlı ve özenle paketlenmiş kargo ile teslim aldım. Telefon fiyatının hakkını fazlasıyla veriyor. Kesinlikle tavsiye ederim
1	akşam sipariş verdim sonraki gün hızlıca elime ulaştı. ürün hasar görmemesi için özenle hazırlanmış,paketlenmiş,kutulanmış. cihazın tasarımı oldukça şık zarif ve kibar. iphone 7 plus ile aynı kasa diyebilirim ama daha kibarı: ayrıca özellik,hız ve kamera bakımından daha üstün bir cihaz. oldukça uygun fiyat ve tabiiki de Hepsi Burada farkı!! Teşekkürler Hepsi Burada... Süpersiniz...
1	Telefonun paketlenisi iyiydi. Kargo 1 günde gelecek denildi fakat 2. Günün sonunda sürekli aramalarıma rağmen zar zor geldi. Telefon genel olarak güzel , fiyatına göre gayet iyi bir performansa sahip. Ekran kasa oranı beklentimin altında kaldı 
1	Gayet kullanışlı sık ve hızlı bir telefon yabancı sermayeye para kaptirmanın hiçbir anlamı yok. Gönül rahatlığıyla alınabilir.
1	Ürün tam istediğimambalajı özenli hızlı kargo hepsi burada Teşekkürler
1	artıları: hızlı sarj özelliği iyi %15 den % 100 e 38 dk da geliyor. menüler hızlı açılıyor çabuk internete bağlanıyor. Saglam telefon kısa mesafe 40cm den düşdü bişey olmadı. ön arka kamera iyi net resim çekiyor.akşamda iyi çekiyor. video çekme 5dk iyi ve net.eksileri: Sarj 5-6 saat sürüyor. parmak izi okuyucu iyi çalışmıyor
1	Zamanında gönderildi teşekkürler
1	Babam için aldım fiyatına göre güzel telefonÜrün ozelliginde radyo yok yazıyor ama radyo var tefondan Paketin içinde hediye silikon kılıf çıkmadı 
1	Dün sabah verdiğim siparişim bugün elime ulaştı. Hızlı gönderi için yetkililere teşekkür ediyorum. Telefonu daha önce aldığım Mi5 Prime'dan çok memnun kaldığım için eşim için hediye olarak aldım. İnce ve zarif bir görüntüsü var. Teknik özellikleri tatmin edici, alacak olanlar tereddütsüz alabilirler.
1	Telefonu babama aldım.Gayet düzgün ve zamanında kargolandı.Sorunsuz bir şekilde elime ulaştı.Teşekkürler herkese..
1	Düşünsenize yıllardır bize kaliteyi 3 kat fiyata sattılar,halen de satmaya devam ediyorlar.Ama artık maymun gözünü açtı.Yaptiklari piyar çalışmasından tutunda milyon dolarlık reklam filmine kadar , sattıkları cihazın üzerine kat be kat ekleyen iPhone, Samsung gibi biz kullanıcıların sayesinde saltanat kuran sevgili firmalar.devir değişti. Xiaomi ve diğer çin devleri umarım daha fazla bu pazara hakim olurlar,reklam ve sponsorluk ücretleri olmadan aynı kaliteyi ucuza satmaya devam ederler.Reklam yapmadan bu kadar çok satılan bir marka Xiaomi.Etrafimda ne kadar arkadaşım varsa iPhone satıp Xiaomi, Huawei gibi cihazlar alıyorlar ve çok ta memnunlar.Bende çevremde ki herkese şiddetle öneriyorum bu cihazı .Ben mi 8 lite siyah 128gb aldım.Sanki ilk defa telefon kullanıyorum gibi heyecan verici emin olun. kalıplaşmış menülerden tutunda MP3 indirmeye bile izin vermeyen iPhone akadar cihazlar dan çok daha kullanışlı ve harika.Kamerasi olsun , işlemcisi olsun , şıklığı olsun 10 üzerinden 10. Kusura bakmayın arkadaşlar cihaz memnuniyetine çok yer vermedim ama bu konularda gerçekten içim şişmişti. Sadece şunu söyleyebilirim gözü kapalı alabilirsiniz.Teknoloji konusunda yeteri kadar bilgim olduğunu belirterek tavsiye ediyorum.
1	Fiyatına göre iyi bir telefon. Şarj süresi normal kullanımda 2 gün. İşlemci hızı da günlük kullanım için yeterli. Herhangi bir kasma/donma/yavaşlık söz konusu değil. Oyun oynamayıp telefonu telefon gibi kullanan ve internet amaçlı kullananlar için gayet uygun bir cihaz.
1	Tanıtımlarındaki özellikleri okudum ve heyecanla bekliyorum üstelik fiyat olarak kesinlikle tercih sebebi.
1	Telefon kalitesi,görüntüsü, sağlamlığı, sistemsel gücü ile tek kelimeyle harika. Buğün eşime hediye olarak aldım. Teşekkürler Hepsiburada. Tek eksisi kulaklığı. Daha kaliteli ve ergonomik olabilirdi. 5 tl lik kulaklık gibi duruyor.
1	Annem için aldım.Tuşları büyük.Ağırlığı çok ideal hafif bir telefon.Ebatları küçük.Yaşlılar için alınabilecek,markası belli olan bir ürün.Annem rahatça kullanabiliyor.Bu kategoride daha ucuz telefonlar var ama sıkıntı yaşanmaması için belli bi marka olsun derseniz alınız.
1	bu fiyata alınabilecek başka telefon yok. 3 haftadır kullanıyorum memnunum hızlı kargo için teşekkürler.
1	Öncelikle paketleme ve teslimat gayet iyiydi herhangi bir problem olmadı. Telefon ise verdiğim para helal olsun gayetiyi ve beklentimi fazlasıyla karşılıyor. Alacak arkadaşlara tavsiye ederim. İyi alışverişler
1	güzel bir ürün,hızlı kargo,teşekkürler
1	hepsiburada hep hızlı. teşekkürler. 
1	Telefon mükemmel mutlaka almanızı tavsiye ederim gidipte büyük mağazalara para kaptırmayın 300 TL aşağısına hepsi buradada var. Gelecek bizde ve hepsi burada ya teşekkür ederim hızlı ve özenli kargo.
1	hizli kargo guzel urun tavsiye ederim.
1	Fiyat performans ürünü gayet iyi tavsiye ederim şarjı 1 günü çok rahat çıkarıyor 
1	İçiniz rahat bir şekilde firmadan ürününüzü alabilirsiniz. Kargolama çok güzeldi ve 2 iş gününde elime ulaştı. Telefondan da çok memnunum tavsiye ederim. Teşekkürler. 
1	cihaz yazıldığı gibi kamera gece kötü pil çok iyi ekran iyi. hepsiburada ve kargoda çok hızlıydı.
1	Elime biraz geç ulaştı 5 günü buldu ama telefondan memnunum tavsiye ederim. Fiyat kalite açısından 5 yıldız
1	Ürün güzel paketlenmişti ve imei ile garanti sorgusu da temiz çıktı hızlıca geldi güvenle alabilirsiniz
1	yüksek çözünürlüklü oyun oynamiyorsaniz on numara telefon. efsane geri dönmüş. kaya gibi sağlam elde tutuşu kalite hissini veriyor. aldığımda Android 7 idi sonra 8 aldı yaklaşık bir ay öncede Android 9 aldı her ay düzenli güncelleme alıyor. Android 9 la telefon bambaşka oldu, ara geçişler programları açma vb. çok daha hızlandı, fotoğraf ve video gün ışığında çok iyi. dokunmatik çok hızlı , alacaklara kesinlikle tavsiye ederim, haber, video, foto, bankacılık işlemleri, birçok oyunu da takılmadan oynuyor, tek eksik yönü dahili hafıza yeterli olmuyor, SD karta taşıdığınız fotoğrafları silmiyor, ekran çok hisli, abime Nokia 6 aldık, Nokia 5 ten yola çıkarak. saf Android muhtemelen android 10 alır, birkaç sefer düştü hiç sorunsuz, kaya gibi, ekran korumasız kullanıyorum. kesinlikle tavsiye ederim.
1	fiyat performans olarak harika bir telefon 2 haftadır kullanıyorum çok memnun kaldım bundan sonra Xiaomi harici telefon almam
1	Ürün beklentileri karşılıyor, ürün kalitesi tatmin edici
1	FİYATINA GÖRE GAYET İYİ BİR ÜRÜN. ŞARJI EFSANE GİDİYOR. HERKESE TAVSİYE EDERİM.
1	İPhone den geçtim yıllarca iPhone kullandım her şey kısıtlı üstelik yavaşdı bu tel çok hızlı
1	super aklinizda bi soru kalmasin gayet iyi
1	Telefon çok güzel herkese öneririm
1	Yaklaşık 3 aydır kullanıyorum. Çok hızlı, çok özellikli, donma hiç yok, görüntü kalitesi harika, zarif. Hiç düşünmeden alın derim.
1	Huawei P30 Pro Ne kadar marka model cep telefonu varsa hepsini deler geçer.
1	Günümüz şartlarına göre kullanışlı gayet yenilikçi bir telefon..batarya çok iyi..ekran kasa oranı harika.
1	arkadaşlar ben de pek net üzerinden ürün almazdım yorumları okudum ve dün sipariş verdim bugun cıhazı aldım cıhaz gerçekten orjinal hiç bir sorun yok hepsi buradana ve ürün satıcısına teşşekür ediyorum ..sizlerde rahatlıkla alabilirsiniz
1	ürün güzel beğendik
1	Daha 4 ay önce eşime aldığım için genel olarak bildiğim bir telefon gayet kullanışlı şarjı iyi tek sıkıntı kutudan çıkan kulaklık başka bir sıkıntı yok tavsiye ederim
1	Ürüne lafım yok nerdeyse 1 senedir Xiaomi kullanıyorum ama kendime yeni bir cihaz almam gerektiği için bunu seçtim. Cihaz gayet orta segment ürünü tavsiye ederim.Çok fazla oyun oynamıyorum, şarjı uzun gitsin sosyal medyada takılırım sadece derseniz alın gitsin. Ama Hepsiburada satıcısından aldığınız ürünler maalesef Ritzy garantili geliyor, Ritzy garantinin de çok iyi bir sicili yok. Telefonunuz kolay kolay bozulacak bir cihaz değil. Bir senedir Mi Note 3 kullanıcıydım hiç bir sıkıntı yaşamadım. Eğer temiz kullanırsanız düşürüp ekran vs kırmazsanız servislik bir durumunuzda kolay kolay olmaz. Ha bir de aynı gün kargo ayağıda maalesef yalan 31 ocak saat 14:45 de verdiğim cihaz kendi kargolarına saat 23:45 de verildi. Sonra sabah cihaz transfer merkezine sevk edildi ama o gün akşam maalesef Konya'ya transfer gerçekleşmediğinden ben cihazı ayın 4'ünde alabildim bir de yanlış şubeye yönlendirdiler herhalde gidip kendim almasam ayın 6'sını bulacaktı.Acil değilse burdan almanızı tavsiye etmiyorum.
1	galaxy s10+ 512 gb lık versiyonu aldım sorunsuz bir şekilde ve zamanında cihaz elime ulaştı
1	Kapalı kutu, orjinal garantili ürün, hızlı kargo internetteki en güvenilir firma HEPSİBURADA teşekkürler....
1	Gayet başarılı ,Syg
1	Piyasa fiyatının altına inip birde 2 gün içerisinde teslimatı ulaştıran hepsiburadaya 5 yıldız. Fiyat/performans açısından segmentinin tartışmasız en uygun ürünü 5 yıldız. Ancak f/p değil de yüksek özellik arıyorsanız amiral gemilerine bakın derim...
1	ürün kargolanma ve kalite olarak gayet iyi tavsiye ederim
1	Kargo iki günde geldi, eski android telefonumdan verileri Phone clone programıyla aktardım. Ürün kaliteli kamerasına doyamadım, bir günde keşfetmek mümkün değil.. Tavsiye ediyorum.kulaklık daha iyi olabilirdi ve şarj kablosu uzun olsa süper olurdu
1	Urun orjinal. Tereddutsuz alabilirsiniz.
1	Yazılımcı olarak konuşuyorum markaya değil performansa bakın uygun fiyata mükemeli yaşayın 
1	Öncelikle emeği geçen herkese teşekkür ediyorum.Telefonu 18 Aralık saat 15:00 da sipariş verip 19 Aralık saat 10:00 da elime sağlam bir şekilde ulaştığını görmek, Hepsiburada ya tekrar bağımlılığımı sağladı.-Kutu içerisindeki adaptör de uyumlu süper.-Telefona gelicek olursak, bu fiyata daha iyisini bulabileceğimi sanmıyorum. Telefon elindeyken sanki S9 hissi, ön kısmı Huawei hissi veriyor.-Parmak izi mükemmel derecede hızlı.Daha şimdiden memnun kaldım. Yağ gibi akıyor. Alacaklara burdan bağırıyorum. Hiç pişman olmazsınız
1	Telefon aldığı parayı hak ediyor.Dizüstü bilgisayardan bir farkı yok ekstra çok iyi foto çekiyor daha ne olsun
1	En uygun fiyat hızlı kargo daha ne olsun ki :
